Index,Content,Emotion
477,"   Felicitari   ! Sunt asa bucuroasa , saptamana trecuta Jungkook a primit cel mai frumos cadou , acum si Namjoon primeste cel mai frumos cadou de ziua lui 💜 💜 💜 💜 💜",Bucurie
478,China comunistă încalcă zona de apărare aeriană din Taiwan și trimite un mesaj agresiv administrației Biden,Furie
479,Prim ministrul Norvegiei a organizat o conferință de presă exclusiv pentru . ” Este normal să vă fie frică ! ”,Frica
480,La Iași e jale mare ! CiobanuOut,Tristete
481,( 2/2 ) depresia ma impiedica din nefericire sa le arat   din jurul meu pe care abia astept sa ii revad cat de mult ii iubesc si cat de norocos ma simt ca i am intalnit . sper ca ei stiu deja asta . si in caz ca te simti prost deschide te si vorbeste cu cineva,Tristete
482,E oribil ce facem ... numărăm 🇷 🇴 ❤ ️ 🍀 🧚 ‍ ♂ ️ 😷,Frica
483,"  Ii urăsc cu patimă , nu le iau apărarea , doar povestesc ce știu . de la Mega I , dupa terminarea serviciului , inainte de a pleca sunt controlați in genți si buzunare , să nu fi furat ceva și tu vb de filantropie?Sunt doar nemernici",Furie
484,"  de tot ceea ce ne înconjoară tot prin spirit . Animalele , copacii , florile , chiar și pământul și pietrele au , , spirit""(dar nu un spirit omenesc ) , ele ne pot influența în mod pozitiv dar și negativ și e valabilă și vice-versa ... D",Bucurie
485,Bună dimineața ❤ ️ 😘 . Te pupic și te îmbrățișez cu mult drag 😘 😘 😘 😘 🇷 🇴 🙋 ‍ ♀ ️,Bucurie
486,Construit cu sângele și patima . Mai degrabă ar trebui conservate casele pur românești ale țăranilor .,Furie
487,same omg   si sa te pe geam melancolic la scoala ong ce vremuri 🤚 😔,Tristete
488,Mă simt așa ofensat că ai 2/3 single -uri de pe aici iar al treilea e Monster,Furie
489,"  si eu vreau sa ma intorc in 2017 si sa -mi dau o palma peste moaca si sa -mi zic : "" staneaza fă ca nu vei regreta "" 🤕",Tristete
490,New post ( Viena . Ciocniri între forțele de ordine și contestatarii măsurilor impuse de guvern împotriva pandemiei . Poliția a folosit spray -uri cu piper pentru a opri un grup agresiv de . ) has been published on Știri online de ultimă oră -,Neutru
491,"Furios că s- a certat cu , un din Făgăraș a lovit un vecin și s- a apucat …   brasov",Furie
492,"Și dacă tot societatea nu -și poate compensa angoasa prin violență reală , sistemul compensatoriu se reorientează spre spațiul discursiv .",Frica
493,"   Serios , insistenta lui cu socialismul altora imi aminteste de- un discurs al tampitei aleia in PE in care ii infiera cu manie proletara numindu -i socialisti pe extrem de multii romani care -l detestau pe ta-su ! 🤣 🤣",Furie
494,"  da , pe bune :((( iti dai seama ce chin era pt persoana respectiva sa vada si mai multi frumoși pe feed . deja îi era greu cu bts . :(((",Tristete
495,"  deci muie glovo , si foodpanda dar stai ca nu ne luam curieri ca ar fi mai scump decat serviciile care ne tin in viata dar de care ne plangem . cool .",Furie
496,"  sunt vinovati , au acceptat si accepta tot fara un cuvintel . Sa le fie de bine ! E vb . de sanatate lor si sunt pasivi , muti Nu mai zic de restul , societatea la fel Lasitate , nepasare si cel mai grav dezumanizare",Frica
497,"      Fiecare dintre noi ne tragem sursa din locul unde ne- am născut ... , Am mai vorbit despre asta ...",Neutru
498,"    Cu aprobarea noastră . Un întreg lant nefericit : si noștri nu se asociază in unități mari ca sa aiba forță , sunt sub-mediocri si super-corupți iar de rând nu le",Tristete
499,sunt în extaz deocamdată :),Bucurie
500,"O sa documentez toate simptomele ce le am in astea 10 zile , muie coronavirus",Furie
501,"  Cunosc , am scapat eu la Ford Focus cu 1000 lei in vara",Neutru
502,si daca nu as avea ce face cu ea pur si simplu se detin una m ar face fericita,Bucurie
503,"FOC şi PANICĂ în mai multe localităţi din ţară . Pompierii au intervenit în 60 de cazuri , în ... -",Frica
504,", tot mai sus ! Pe ce loc a urcat în topul celor mai bogați din   lume",Neutru
505,"  Nu știu , dar e gravă situația .   Și ai mei se simt rău ( răceala , sper ) , iar deja s- au speriat până și băbuțele din sat , că nu a mers aproape nimeni la Luminație ...",Frica
506,"      Aș vrea eu sa fiu bună , va mulțumesc dacă gândiți așa . Am ajuns la concluzia că vor exista mereu "" răi născuți"",si e mai bine să -i ignor . Daca specia umană , despre care vorbi",Tristete
507,", a trupei Trident , a mers să -și viziteze fiica , dar a avut parte de un moment neplăcut . „ Mi -a spus că nu dorește să mă vad � stire   libertatea 2review",Tristete
508,"Bazilica care se înalță , Sacré-Cœur , eram bucuros să desenez capodoperă aceasta , schița mea pe care am făcut -o în capitala mondială a culturii . Fermecător Paris France Europe 🇫 🇷 📷  ",Bucurie
509,"Profund indignat de lipsa de locuri din spitale , PSD RECOMANDA folosirea celor 8 spitale judetene , precum si a celui Metropolitan , toate date in folosinta in timpul ultimei guvernari PSD ! 🤦 ‍ ♂ ️ 🤣",Furie
510,30 ponturi fotbal 13.04.2021 pentru biletul zilei,Neutru
511,Gata ma culc ca maine trebuie sa ma apuc de invatat pentru acest fermecător bac care imi suge si ultima dorința de viață din mine si ma face depresivă 😢 😢 V- am pupat roots 😘 😘,Tristete
512,"  Nici pt . DOAMNA VioricaDancila ProastaSatului gramatica Nu conta , pt . , LimbaRomana era o toana de a snobilor ! ! 🏻",Furie
513,"  Pipera are niste comentarii "" "" tari "" "" dar oare când va spune și el adevărul , de ce toate astea se întâmplă în România .. ? ? Cât se mai fac că nu știu , că România este o Corporație Internațională Financiară , jefuită legal ?",Furie
514,EU AM LUAT 7 si când mi- a zis nici măcar nu s- a chinuit sa ma facă sa ma simt mai bine,Tristete
515,"nu pot să înțeleg ceva . din acest nu este interesat . poate puțin dureros , dar noi în aceste clipe ne simțim că trăim .",Tristete
516,"Primăvară , ce frumos ! Tot pământul e voios ! Piața Victoriei . București",Bucurie
517,""" Andreea este o timidă , foarte timidă , din clasa IX -a . Înainte cu două minute de pauză am văzut -o băgând mâna în rucsăcel , și pe furiș a pasat un maldăr argintiu colegei din spate . "" Ce -ai făcut ? "" . …  ",Frica
518,"ApaServ , mulţumită de relaţiile cu   clienţii",Bucurie
519,"de la Târgu Mureş nu au ieșit public pentru a se plânge că le este greu , ci au dorit să tragă un semnal de alarmă și să sublinieze necesitatea de a investi în sistemul sanitar și în excelența medicală din România . În plus , …",Frica
520,"Dacă încă nu ai aflat cât sunt de bune , cat de plăcută , delicată și desfătată îți simți pielea cu minunatele creme Celavive de la USANA , acum e momentul !   Poți face economii de 20% pentru o putere de curățare dublă …",Bucurie
521,"Viena era printre cele mai sigure capitale din Europa . Ultimul atentat terorist a avut loc în urmă cu 35 de ani , până ieri .",Neutru
522,"Mai auzeai pe la câte o tv că„un bătrân de 60 de ani a fost surprins de un automobil pe trecerea de , pentru că nu s- a asigurat”și simțeai în vocea crainicului un năduf abia reținut , de genul : „ Ce -o mai fi căutat și moșulică ăsta prin oraș , când îl căuta moartea pe- acasă ? ” .",Furie
523,"Din ciclul "" Ciocoii vechi şi noi "" Ăştia noi sunt la fel ca ăia vechi , doar că mai proşti . Hai sictir !    ",Furie
524,"Prima agenție turistică românească doborâtă de pandemie , își cere   falimentul",Tristete
525,Semnal de alarmă ! UNICEF avertizează cu privire la prejudiciile continue aduse procesului de educație și bunăstării,Frica
526,"  Sotul meu are exact la fel o fobie de par de piersică . I le "" chelesc "" eu sau mananaca nectarine 😉",Frica
527,Lacul Vadul Roșu Fotbal ...,Neutru
528,"Drăgușanu , , divorț cu năbădăi ! Drăgușanu , la notar cu bodyguarzi , strigă : « Sunați la 112 ! »",Furie
529,"Bine v- am regăsit , dragilor ! Multă sănătate !   Ne- am bucurat de Sărbătoarea Crăciunului , iar între darurile de sub brad am pus speranța într- un 2021 mai bun , mai calm , mai prosper , mai sănătos și mai vesel .   Astăzi îl cinstim pe Sf …",Bucurie
530,"Orasul meu trece prin necaz , Doamne ajuta .",Tristete
531,"  Ce orori ? sunt acum , în , , democrație "" !",Frica
532,"  Tot e ceva decât să rămânem impasibili . , mâine altu ' , poate in timp reușim să tragem un semnal de alarmă .",Frica
533,"  O producție tipică propagandei patriarhale , discriminatorie și profund ofensatoare la adresa , și a comunității LGBTQ ..   ",Furie
534,"Nicușor Dan bagă spaima în pile și neamuri : primăriei își vor calcula singuri noile sporuri , înmulțindu -le pe cele vechi cu 0 ! Cine nu știe să facă înmulțirea va rămâne fara sporuri !  ",Frica
535,"Dacă iubirea mea față de tine ar însemna căldură , te asigur că niciodată nu ai mai îngheța de frig ♥ ️ nu ai idee cât te iubesc ..",Bucurie
536,Decizia ANAF care dă românilor care nu au făcut asta . Încep controale   necruțătoare,Frica
537,"COVID19 : 23.497 de români au fost confirmați ca fiind infectați cu coronavirus , de la începutul pandemiei : 3.118 în Germania , 2.542 în Italia , 16.773 în Spania , 218 în Irlanda , 195 în Marea Britanie , 125 în Franța , 137 în Austria , 93 în Grecia , 49 în Danemarca .",Neutru
538,"Și pe voi vă enervează când la Kaufland/Lidl/Auchan/Carrefour și nimeriți un coș plin de gunoaie ? Pe mine , sincer , mă apucă toate pandaliile ..... 🙄",Furie
539,"  adica iată cum asistăm la un ” linșaj mediatic ” live ... el singur , la măsuță , cu un pahar de apă , în cămașă , iar presa aruncându -i lături în cap de la 3 metri , numai pentru că a vrut să își salveze copilul ...    ce",Tristete
540,"Activistul de mediu , spaima hoților de lemne din Bucovina , a fost grav rănit într- un accident rutier . Are fractură de coloană și nu -și mai simte picioarele | Podul",Frica
541,"  Ținând cont că ESA participă activ in succesul viitoarelor misiuni NASA către lună , vor fi asigurate locuri ( în viitor ) si pentru astronauți europeni in acestea ?",Neutru
542,": Regret demisia domnului ministru , dar o înțeleg -  ",Tristete
543,"ALDE , mâhnit de decizia Guvernului privind restaurantele : ' Haosul din guvernarea ne duce într- o situație de- a dreptul halucinantă '",Tristete
544,"Doi , prinși cu contrabandă de țigări -  ",Neutru
545,"  Nu ai mâncat niciodată mâncare gătită la ceaun ? Este rețetă românească , nu e pizza să vezi fiecare componentă 🤣",Neutru
546,"  Eu nu pricep cum de in sec XXI , in mijlocul Europei cu scoala obligatorie , tv si net , ajung asa de bine "" informati "" si cu așa "" discernământ "" Pt ca nu e o scapare , nu e simpla necunoastere a unui fapt ci un mod de gândire agresiv si fundamen",Furie
547,Dex -ul are o definiție pentru cei intrați în panică,Frica
548,"   care are și aproape a paralizat . Iar jumătatea și- a găsit o nouă jumătate , o versiune de- a mea cu 12 ani mai tânără . M- a cuprins așa o depresie și zona zoster de 2 ori și m- am plictisit eu scriin",Tristete
549,"Străzile unde vom putea găsi produse vegetale autohtone în Capitală , pe perioada stării de urgență -",Neutru
550,Vă doresc tuturor o noapte binecuvântată cu vise frumoase și somn lin 🌟 🌟 😴 😴 🌝 💕 🌏 🌟 💕,Bucurie
551,"  pai de la inceputul anului suntem bombardati la tv in fiecare minut cu astfel de bulshit -uri ,   e jale ce se petrece , suntem mintiti si manipulati in ultimul hal .",Tristete
552,"Dragostea pe strada mea este un chicklit care mi- a plăcut tare mult , este o carte fix pe gustul meu . Cu o poveste de iubire condimentată cu tot soiul de situații și întâmplări , cartea aceasta mi- a oferit o lectură plăcută , relaxantă și simpatică .",Bucurie
553,"Bianca Pop , noi dezvăluiri după ce a susținut că a fost drogată și violată : “ Voi spune numele lui . Am atacuri de panică și … ” ...",Frica
554,"  Cu toate erorile lui , mie mi- e și cred că se bucură de ce spune SUA despre . Sunt un pic gelos că eu nu am fost niciodată lăudat la nivelul ăsta , dar asta mă motivează să mă străduiesc mai mult .",Bucurie
555,"  E fain să zicem că nu există EQ , pentru că "" fuck your feelings "" , dar ne trec reci pe șira spinării când apare un high IQ cu low EQ .",Frica
556,A furat bijuteriile din casa unei și le- a dus la amanet . a fost reținut de polițiști,Neutru
557,"COVID19 : Până la această dată , la nivel naţional , au fost prelucrate 6.849.813 teste . Cele mai multe cazuri de persoane infectate cu noul coronavirus s- au înregistrat până în prezent în București - 165.932 și în judeţele   Cluj - 50.972 , Timiș - 50.312 , și Ilfov - 41.271 .",Neutru
558,Tot din plictiseala si melancolie .,Tristete
559,"liga1 etapa24 fcsbclinceni   Aceasta este echipa trimisă în teren de la partida cu Academica Clinceni , care   va începe la 20:00 , în direct la Digi Sport ,   ; LookSport .  ",Neutru
560,"Eu tot nu pot sa inteleg cum acum 2-3saptamani oriunde ma duceam era cel putin un roman care facea scandal contra purtarii mastii , iar acum eram in parcarea de la Jumbo si am scos nasul din masca sa respir la masina si instant a oprit un Logan sa imispuna sa tin masca corect !",Furie
561,Cam nasol cu simptomele vara .. unii n- au gust dar au un miros ..,Tristete
562,"    Cum pnl sa nu -i lege nimic , din moment ce absolut toti coprofagii romani pupa -n cur pe pandalie guvernul libtard ? 🤣 🤣 🤣",Furie
563,"Tocmai ce am terminat această carte și nu pot scrie in engleză pentru că tremur și mă doare sufletul . Faptul că am asociat două dintre personaje cu două din viața mea , m- a făcut să mă atașez și mai emoțional de acestă carte .",Frica
564,"  Eu intreb si raspund asa ; De ce trebuie sa existe   o amanta ? Pentru ca sa si creeze o falsa realitate sau o stare de bine provizorie care nu dureaza prea mult oricum , si prin care arata nemultumirea si instabilitate .",Furie
565,Proiectul de lege a fost înregistrat în Parlament !   🔴 Fii alături de noi și pe canalul de Telegram :,Neutru
566,"Anca Serea , răpusă de durere : „ Matei a murit ” ...",Tristete
567,"   Din ce am vazut eu la stiri , a fost un caz clar de intimidare . Ce urat !",Frica
568,"S- a rezolvat!În sfârșit a recunoscut și poliția că a greșit ! Am făcut scandal că m- a flash-uit camera la 28mph in zonă de 30mph ! și m- au iertat de 40 lire amendă !   Mi- au dat 100 , că nu aveam centură !",Furie
569,Ironiile lui Musk către agenția spațială rusească SpaceX ElonMusk CrewDragon,Neutru
570,Știati că banala păpădie este o armă eficientă împotriva constipației ?    -,Neutru
571,"Baciu : "" Am realizat cel mai drag proiect din mandatele de primar , rezolvând problema învăţământului online la Corbi ! ""  ",Bucurie
572,si daca le fut una la prostii astia atunci ce in plm m- am saturat,Furie
573,Lugojul dezolant ! Una dintre străzile centrale ale orașului cu cratere și iarbă de jumătate de   metru,Tristete
574,vreau si eu sa ii dau preorder sunt : mânioasă,Furie
575,Duminică binecuvântată,Bucurie
576,"VIDEO EXCLUSIV – PANICĂ ÎN BAIA MARE : ” Minoră violată , ucisă și aruncată în tomberon la Combinat ” – o mare minciună LIVE PE FACEBOOK . Află de ce au intervenit mascații   via   din Maramures - Vasile Dale",Frica
577,SALATĂ CU TON ŞI OUĂ FIERTE,Neutru
578,Ce poate fi mai frumos decat un eveniment exact asa cum ai planuit,Bucurie
579,"De teama noii versiuni a Covid-19 , România suspendă legăturile aeriene cu Marea Britanie şi impune ...",Frica
580,Reteta zilei : Legume la gratar cu maioneza de casa,Neutru
581,""" uite , o capitala asa de mare 😍 imi trebuie pentru a fi satisfacuta pe deplin "" RT   cevadeosebitdefrumos",Bucurie
582,Cu un preț cât mai mic .   Cât costa viața unui părinte care și- a îngrijit cu dragoste în toată acastă viață ? Un al dezvoltării unei societăți este grija pe care societatea o are față de,Bucurie
583,"  Vreau să spun că dacă și divizia antena3 din presa miluită din fonduri publice e frustrată , înseamnă că e groasă treaba cu transparența , ca să fiu light",Furie
584,China este furioasă cu strigăte globale la Xinjiang și Hong Kong ” .     România Bucuresti   Moldova Chișinău   ENDCCP   NeamTrezit    via,Furie
585,Răspunsul meu arăți super,Bucurie
586,Atentat terorist la ambasada SUA . Cinci au fost rănite -,Frica
587,"FC Voluntari - Viitorul 0-0 , ACUM , pe ! Pauză la Voluntari stire   digisport 2review",Neutru
588,Una dintre cele patru echipe câștigătoare ale hackathonului NASA Space Apps Challenge România 2020 are șansa să asiste la lansarea unei navete spațiale în   2021,Neutru
589,"𝘾𝙚 𝙚𝙨𝙩𝙚/𝙘𝙪𝙢 𝙨𝙚 𝙢𝙖𝙣𝙞𝙛𝙚𝙨𝙩𝙖 𝙖𝙩𝙖𝙘𝙪𝙡 𝙙𝙚 𝙥𝙖𝙣𝙞𝙘𝙖 ? Atacul de panica sau tulburarea de panica apare brusc , fara vre -o   avertizare . Poate fi recunoscut foarte usor , prin senzatiile de frica si anxietate care preiau controlul asupra intregului organism .",Frica
590,"  Germania e singura țară din Vest unde e nasol cu ele . Am prieteni din Spania până în Finlanda ... la toți se poate :) . Aici merge prin VPN , dar trebuie unul serios . Tu am văzut că te descurci cu servere . Dacă downloadezi pe serverul t �",Tristete
591,"Pentru a spera la o viață normală , Dragoș are nevoie de 5.000 de lei lunar . Copilul suferă de tetrapareză spastică și cancer , iar terapiile zilnice sunt vitale   news stiri romania",Tristete
592,"Capitalei Gabriela Firea a anunțat primele măsuri în Capitală de teama răspândirii coronavirusului . Decizia vine după ce în București au fost confirmate două cazuri cu coronavirus . "" Voi merge până la demiterea care nu respectă ...",Frica
593,trebuie sa mearga la Balaceanca de urgenta .    spune de peste 30 de ani : Va fi un cutremur de 10 de grade pe scara Richter .    Si masa unde este ?   Sictir Margineneau .,Furie
594,"  Interesant punct de vedere ... Să sperăm că omenirea va răspunde pozitiv la această provocare , prin împăduriri masive și bineînțeles prin diminuarea impactului negativ al mașinilor poluante ...",Bucurie
595,""" Nu va fie frica . Nu devine nimeni ghei dacă vede un panou , vede reclame la televizor sau mănâncă înghețata colorată . Ideea ăstora e asa : bărbat hetero și vine un ghei agresiv la tine si zice : "" Gata ! Te- am prins!Vii cu mine ! "" . Si ala săracu ce sa faca ? Se duce . Hai bai ! """,Furie
596,Baie cu spumă și lumânări este o desfătare nobilă,Bucurie
597,Crăciun   Să   aveți   un an cât   mai bun si mai voios alături de familia voastră ! ❤ 🥺 — Crăciun fericit,Bucurie
598,Arhive parfumuri barbati originale - shop-butic magazin,Neutru
599,O zi frumoasa iubita mea copila si dragi prieteni 🤗 😘 ❤ 🌻 🌞 ☀ ️,Bucurie
600,sufăr,Tristete
601,"   Eu am căutat o rețetă , mi- au apărut niște rezultate pe google , am ales una și am făcut -o . Că era aia "" originală "" sau nu , puțin îmi pasă , sincer . Important e că mi- a plăcut la nebunie , am savurat -o și sunt satisfăcut",Bucurie
602,"Avocatul Poporului , îngrijorat de intenția Guvernului privind deținuții : „ Este un ” -",Frica
603,"Îmi cer de la agenția de închiriere și pe și pe tata . Așa ceva nu am mai întâlnit . Dacă s- ar implementa așa ceva în România ți- ai lua o muie pesedistă direct în gură , fără s- o mai ungi . "" Ce plm îmi ceri tu mie extrasul bancar , băi , bulangiule ? Să vezi tu câți bani am eu ? """,Furie
604,Dacă primesc constelații la Fischl voi fi la ușă la Mihoyo,Neutru
605,"Hop ș- așa că -i gata vineri , să răspundă la apel , fie rima să aducă un zâmbet mai măricel , productive activități să -ți aducă relaxare , umbreluțe să avem asortate la pahare . 🌂 🤣 🍸 , e Viiineri ! 🍉 . rimazilei rima neatza inspiratie alergaceala",Bucurie
606,"Hai sa cerem caldura din Voluntari . Oricum , in ultimii 4 ani Bucureștiul nu e decat un cartier amărât al Voluntari . Sau poate cerem de la Catedrala Neamului , unde s- au dus ceva bani , in loc sa mearga pe reabilitari de retea . Sau de la Companiile Municipale Firea .",Tristete
607,Parca se numea laptenis . Aveam centura neagra la fotbal .   Acum sunt profesor în altceva,Neutru
608,"Domnul Dumnezeu mi- a dat o limbă iscusită , ca să știu să înviorez cu vorba pe cel doborât de întristare .",Tristete
609,"Nu mi- a creat probleme fiica mea niciodata , ne intelegem bine , foarte bine , e un de care sunt mandra si voi fii si peste anii,,,,mandra , , imi doresc sa fie sanatoasa si foarte fericita , fericirea nu consta in bani sau lucruri materiale cii in exuberanta ce o emani in fiecare *",Bucurie
610,iubesc faptul ca simti ca rezonezi cu mine ca si eu simt ca rezonez foarte tare cu tine te cam stimez maxim ✌ 🏻,Bucurie
611,Doamna de romana ne tinu cu 2 minute mai mult si sunt revoltat . Acest comportament nu poate fi tolerat . DoamnaDeRoamanaIsOverParty,Furie
612,", apel către români : ” Să vă amintiți , dragi români , că azi sunteți mândri de voi , susținând cu patimă nişte tâlhari politici ! ”",Furie
613,"Spaima șoselelor la 63 de ani – Beat , cu permisul suspendat , a lovit o mașină la Sadu",Frica
614,- urmează să se reglementeze suspendarea activităţii operatorilor economici care nu respectă regulile anti-COVID,Neutru
615,"    Omul ERKAN MERIÇ sincer , iubitor de tot ce este frumos și corect .",Bucurie
616,"Reacția Patriarhiei , după ce Google România a fost amendat de CNCD:„A fost o ofensă la adresa Bisericii . Salutăm decizia ”   news stiri romania",Furie
617,"  As fi scris pe mască "" "" muie johannis pnl "" "" ... dacă eram in România . Forțele de ordine nu au nici un drept , doar dacă în România conduc naziștii .",Furie
618,O întâmplare înspăimântătoare,Frica
619,"Mărturia emoționantă a soției medicului : Era într- o stare de agitație , de oroare de ceea ce văzuse  ",Frica
620,Euforie pe bursele internaționale după aprobarea planului de stimulare economică în SUA și a acordului post-Brexit ...,Bucurie
621,Intră în Pirates Resort story 🏴 ‍ ☠ ️ 🏰 Cazare de poveste și locații tematice !   Alege dintre cele 5 tipuri de camere și 2 tipuri de apartamente :   ⚔ ️ Privilege - camere și apartamente 4 stele ⚔ ️ Superior - camere și …,Neutru
622,DROB DE MIEL reţetă . Vezi cum să faci cel mai delicios drob de Paşte 2020 .,Neutru
623,"   Unde există zâmbet intodeauna va fi succes .. Succes și multe zâmbete CAN ... Zâmbește azi , mâine , și Te iubim ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 😘 😘 😘 😘 🇷 🇴",Bucurie
624,"    Dacă , cumva , îți pare cunoscută mentalitatea , amintește -ți de Yu Li An Bu Lai , și cum înfiera , cu mânie proletară , îndrăzneala celor care au realizat programul de revelion , la tvr , de a se opune luptei pentru ating",Furie
625,pe de fapr chiar e pe muzica la anumite parti,Neutru
626,Și iată a ajuns in vatra inde urmează etapele urmatoara . In primul ani așa am dus albinele cu ele . Era super palpitant . Abia aștept sa pornim pe drum .   albine apiarylifestyle apicultor apicultordesucces apicultura lifestyle liniadestimulare modular mer dulcofruct,Bucurie
627,curvă împuțită hoață mincinoasa maioneză spurcată idioată nenorocită fututi morții matii de prostituata sa o fut pe mata n pizda de proasta idioata curva dracu ’ sa ma pis pe tine de proasta n,Furie
628,ce- mi plc sa vad zambind parca ma bucur din bucuria lor,Bucurie
629,"Drob de miel , reţeta lui",Neutru
630,": Se bucură vicleanul când îl pomeneşti la mânie , înjurînd",Furie
631,"🤔 "" Mi se pare însă dezolant ca problema cea mai importantă a României să fie acum : ce facem cu ? Facem ce facem cu orice șef de guvern care pierde alegerile , oriunde în lume . """,Tristete
632,CE PROASTA SINT aveam un draft si am mai scris cv SI IN LOC SA APAS PE SAVE AM APASAT PE DELETE,Tristete
633,"Mi se pare , amar , ca traiesc intr- o tara care nu ma merita .",Tristete
634,"  La mega -ul despre care zic eu , sunt cam și vociferează de multe ori cand nu le convine ceva ; s- au revoltat și cand au fost puși să lucreze peste program , la inceputul starii de urg , pt ca trebuia să se acopere si mu",Furie
635,"Cât de mult l- a afectat divorțul pe Cornel de la Vunk ? ! L- am filmat singur pe drum , îngândurat , cu o în mână ...",Tristete
636,"  P. S Sa nu uitam ca rata deceselor e de 0.022% la nivel global . Deci e un căcat și boala și vaccinul . Dacă nu se mediatiza nici măcar nu știam ca e pandemie și dacă neimbolnaveam credeam doar ca e o gripa mai severa , nicidecum pandemie d",Furie
637,Sunt suprins de rezultat . Sunt foarte neplacut suprins de ponderi . De ambele .,Tristete
638,"În ce condiții ar putea intra municipiul Alba Iulia în SCENARIUL ROȘU : Rata de incidență , la nivel alarmant",Frica
639,Israel / Coronavirus : Un studiu alarmist preconizează o închidere generală,Frica
640,VIDEO | Cum îi sperie spaniolii pe   asimptomatici,Frica
641,a mieunat de ma speriat si asa face mereu,Frica
642,"Casa se găsește în imediata apropriere a cartierului Gai , în continuarea străzii . Circa un este distanta de parcurs de la ieșirea din cartierul Gai până la locație . Drumul este pietruit și practicabil .",Neutru
643,Dl și . Doboș au spus exact același lucru : nu se închid bisericile . De unde au dedus idioții că BOR nu respectă legile ? Incep să mă satur de acești imbecili care detestă credința mea și militează public și agresiv împotriva Bisericii mele .,Furie
644,"  Exact acesta era sensul intrebarii mele , multi abandonati , putini adoptabili . Iar lista celor greu adoptabili , Dumnezeu cu mila , trebuie sa fii medic cu materia proaspata in minte sa te prinzi ...",Tristete
645,"Compara Închirieri mașini Porto Birou Închirieri mașini – Porto ieftin de închiriat de mașini Podurile și vinurile portuare sunt ceea ce caracterizează Porto ,",Neutru
646,"Este panică în SUA ! Statele Louisiana și Texas sunt amenințate de un uragan catastrofal . Poate fi un dezastru istoric , avertizează  ",Frica
647,"Acest sofer chiar e lovit rau de tot , e speriat de bombe , chiar nu gandeste , vine si ne spune : "" pensiile speciale au fost stabilite prin Legea nr. 142/1997 – Inițiator Valeriu Stoica , ministru liberal și Legea 303/2004 –",Frica
648,"  Pentru a ne mângâia cu lumina ta caldă , pentru a ne îmbrăţişa cu razele luminii – bună dimineaţa , bună dimineaţa , bună dimineaţa . -mă cum îmi încep ziua – Binevoitoare , plină de fericire .",Bucurie
649,Gestul emoționant al unui care a oprit o fără declarație : „ Nu prea înțelegea ce se întâmpla și tremura de spaimă “,Frica
650,"Tocmai am aflat ca un membru al familiei mele a fost detectat a fi purtator noului virus COVID19 .. Sunt pe deplin indurerat   ; circumspect pentru familia respectiva . Toate gandurile   ; rugaciunele mele vor fi indreptate spre ei , si va rog si pe voi sa va alaturati 🙏",Tristete
651,"Lasă -mă să -ți colorez fiecare zâmbet .    Știu și vreau , pot , învăț și mă-ncăpățânez .    În acuarelă , în cuvinte și- n ținere de minte .    laurisme despremine colours letmepaintyou",Bucurie
652,"Dar la cimitir de ce n- avem voie , dom Joha ? Ca daca nici acolo nu e pastrata dist sociala , niciunde nu mai e ! Pt I a data in ist , mormintele noastre arata dezolant in Sapt Mare , o luminita nu arde in memoria celor dragi trecuti in lumea umbrelor . Te simti tu mai bine , ?",Tristete
653,"Bună ziua popor de sclavi , ați văzut lista celor care vor fi vaccinați ? 99% , din mediul privat sunt curierii .   Restul suntem pleavă , pulime , plăvani buni de tras la jugul economiei reale .   Muie   ,   și tuturor guvernelor ( mai puțin Cioloș ) !",Furie
654,"Asa va ieși PNL de istorie , scos de coronavirus . E justiție divina ce se întâmplă , numai ciuma , ura și muie le ieșea pe gura .",Furie
655,Romanul a provocat oroare in Spania,Frica
656,😀 😀 😀 știam asta ! Dar tot e distractiv !,Bucurie
657,"Dacă ți- am furat un zâmbet cu cafeaua mea , dă -mi -o pe a ta .    coffee smile lookinsideyourcoffee",Bucurie
658,Am dori să îl întrebăm pe cine a scos -o din pușcărie pe si Bica si de ce Udrea revenită în țară nu este rearestată ? Pt că DNA e o Mafie Băsistă pe persoană fizică ? Mazare de ce a fost inchis sa arate cat de jupani sunt ei ?,Furie
659,"D- l Liviu Dragnea are un nou termen , astăzi , el contestând pedeapsa de 3,5_ani.exe primită , considerând că este prea mare . "" Alții fură cu milioanele , își fac vile cu piscină și terenuri de tenis cu nocturnă și nu pățesc nimic ! "" a spus cu obidă fostul lider al PSD .",Furie
660,"  Right . Da ’ prima dată facem cinste tuturor bețivilor . După ce- or făcut scandal și i- or dat ceilalți clienți afară , le încasăm nota și îi scuipăm oripilați între ochi . Coloană de amoeba .",Furie
661,E tâmpit .,Furie
662,Sarmale Tradiționale în foi de viţă,Neutru
663,Scene de groază într- o comună din Dâmbovița . Doi au atacat veniți să aplaneze o situație conflictuală,Frica
664,"  Ba da , îți dai seama , dar e dezolant s- o vezi atât de goală . De obicei e furnicar , n- ai loc să faci un pas .",Tristete
665,O adevărată tragedie umană .,Tristete
