Index,Content,Emotion
237,Consiliul Politic Naţional al PNL a aprobat alianţa electorală cu PSD pentru alegerile europarlamentare şi fuziunea cu ALDE,Bucurie
238,Rezultatele sondajelor PNL şi PSD pentru candidatul la Primăria Capitalei vor fi gata luni. Pe cine au nominalizat cele două partide,Bucurie
239,ExclusivMinistrul apărării spune că nu se pune problema reintroducerii armatei obligatorii în România,Frica
240,Scandalurile din Portugalia cresc procentele partidului extremist condus de fostul comentator de fotbal Andre Ventura,Furie
241,Surse Digi24.ro: România a notificat NATO că vrea să-l propună pe Iohannis la șefia Alianței. Reacția Administrației Prezidențiale,Frica
242,"Ciolacu vrea să rezolve „rapid” problema medicilor rezidenți: Sunt aproximativ 4.500, trebuie să ne asigurăm că îi păstrăm în țară”",Furie
243,VideoCirc în Parlament. Șoșoacă îl acuză pe Iohannis că bagă România în război: „De ce încărcăm țara cu soldați? Nu ne-a atacat nimeni”,Bucurie
244,ExclusivGrindeanu: Faptul că derapăm pe o zonă populistă este din cauza „modului avion” în care fac politică cei de la USR,Neutru
245,"ExclusivBăsescu, despre justiția din mandatul lui Kovesi: La vilele SRI cred că se discutau dosare. Am aflat de la televizor despre întâlniri",Frica
246,ExclusivCâți bani a strâns Nicușor Dan din donații pentru campania electorală: Ținta mea este 450.000 de euro,Frica
247,"ExclusivDrulă: PNL are mult de mers la mănăstire până să se curețe pentru ce a făcut în ultimii ani. A trădat, a adus PSD la guvernare",Bucurie
248,"Marcel Ciolacu, despre vila pentru Iohannis: Nu m-a sunat, nu mi-a cerut niciun spațiu locativ",Neutru
249,Luminiţa Odobescu: România susţine adoptarea unui nou pachet de sancţiuni împotriva Rusiei,Bucurie
250,ExclusivTurcan: E un lucru pozitiv că se vorbește despre un președinte al României ca posibil candidat la șefia NATO,Bucurie
251,Liderul PNL Timiș acuză „permutări în stil golănesc” după ce PSD a racolat mai mulți primari liberali din județ,Bucurie
252,Ciolacu: Crescătorii de animale vor primi 72 de milioane de euro. Fermierii ar putea primi 25% subvenție la motorină,Frica
253,"Tanczos Barna, despre Roşia Montană: Îmi aduc aminte discuţiile despre proces. Ciucă a dat dispoziţie să nu vorbim până nu se termină",Neutru
254,Dacian Cioloș: „Marcel Ciolacu să îl întrebe pe Adrian Năstase de ce a negociat subvenții mici” pentru fermierii români,Tristete
255,AUR îndeamnă la solidarizarea cu fermierii și transportatorii: „Protestul nu are nicio conotație politică”,Bucurie
256,VideoȘoșoacă spune că e „agresată fizic și emoțional” de soț. A cerut ordin de protecție și brățară de monitorizare pentru Silvestru Șoșoacă,Frica
257,"Drulă, despre comasarea alegerilor: „Este o crimă împotriva democraţiei”. Orban: „Vom ataca la CCR”",Furie
258,Nicolae Ciucă: Sebastian Burduja este o variantă foarte bună pentru Sectorul 1. Cetăţenii l-au recomandat în sondaje,Furie
259,Alianță electorală PSD-PNL la europarlamentare. Prezidențiale în septembrie. Ce vor anunța Ciolacu și Ciucă la ora 19,Bucurie
260,"Simion atacă ""noua Uniune Sovietică de la Bruxelles"": Cu ajutorul lui Dumnezeu, îi oprim pe toţi, de la Juncker la Ursula von der Leyen",Bucurie
261,ExclusivPSD avansează varianta ca Ciucă să nu ajungă Președinte interimar al României. Grindeanu: „Eu nu știu să fie PNL cu 51% în Senat”,Tristete
262,ExclusivGrindeanu respinge propunerea PNL pentru comasarea alegerilor: Ar fi ciudat să faci localele cu prezidențialele,Bucurie
263,"Iohannis, de Ziua Culturii: Îndemn autoritățile să sprijine mediul cultural, public și privat",Bucurie
264,"Drulă: Am văzut câteva din emisiunile lui Dragnea. Mi-au plăcut vreo două reţete, dar s-a stricat emisiunea când a vorbit de politică",Tristete
265,Klaus Iohannis a acceptat propunerile Alinei Gorghiu de numire a procurorilor-șefi de secție de la DNA și Parchet,Frica
266,"Ciucă, despre candidatura la preşedinţie: „Așteptăm să vedem ce se întâmplă la alegerile locale și europarlamentare”",Furie
267,"Piedone, acuzat de conflict de interese. ANI: Și-a angajat ginerele într-o comisie din primărie",Tristete
268,"PNL rupe alianța cu PSD în Dâmbovița din cauza banilor. Guran: „Măi, prostim lumea?! Unii se cred în continuare stăpâni de moşie”",Neutru
269,Ciolacu spune că încă nu a luat decizia de a candida la Cotroceni: „Este timpul ca România să aibă un preşedinte de stânga”,Neutru
270,"Piedone spune că n-are nevoie de PSD ca să câștige: Mă vor susține alte partide. Nu știu, partidul extratereștrilor. Cred în soacră-mea",Neutru
271,"VideoCiolacu, nervos pe cei care critică creșterile de pensii: „Măi măgarilor, oamenii ăia au construit România”",Neutru
272,"Grindeanu îl atacă pe Ciucă: Dacă nu-ţi place politica, nu trebuie să faci politică. Preşedintele Senatului e o funcţie politică",Frica
273,"Geoană, întrebat dacă va candida la prezidenţiale: După iulie, voi putea să comunic ce vreau să fac cu viaţa mea",Tristete
274,Ministrul Apărării explică de ce au fost convocați pentru 24 de ore rezerviștii din România: Trebuia făcut pentru că situaţia o cere,Tristete
275,ExclusivMihai Tudose: „Coaliția nu se va rupe. Va merge până la ultimele alegeri din acest an”,Neutru
276,Rafila nu-şi aminteşte de studentul Cîrstoiu: „Am avut mii. L-am întrebat ce notă a luat. A spus că a luat peste tot numai 10”,Frica
277,Tudose: Cătălin Cîrstoiu nu a ameninţat cu retragerea candidaturii. Creşte 2-3 procente săptămânal. E o soluţie bună pentru Capitală,Neutru
278,Ciolacu: România nu poate suporta un sistem bugetar ca cel în care suntem acum. Nu va duce la dezvoltare,Bucurie
279,"VideoDăianu avertizează Guvernul: Sper să nu ajungem să plătim taxa prin inflație, lovește în nevoiași. Este un război distribuțional",Furie
280,PSD anunță că salariul minim european va fi introdus în România în acest an,Neutru
281,"Iohannis: „Ne aşteaptă provocări majore, dar avem lecţiile învăţate ale ultimilor 5 ani extrem de dificili”",Neutru
282,Gorghiu: E mare păcat că legea care prevede ca 33% dintre locurile eligibile pentru parlamentare să revină femeilor nu este adoptată,Bucurie
283,Ciucă: Pericolul destabilizării UE este mai ridicat ca niciodată. Trebuie să facem eforturi să combatem extremismul la alegeri,Furie
284,Alfred Simonis spune că Alin Nica a vrut să se alăture PSD: A promis că aduce 17 primari. Nica: Îmi pun întrebări despre inteligența sa,Furie
285,Scandal în familia Șoșoacă. Silvestru Șoșoacă refuză să fie demis de soție din funcția de primvicepreședinte. „Este o decizie ilegală”,Furie
286,"Mihai Constantin, întrebat dacă România îl propune pe Klaus Iohannis la șefia NATO: „Nu am date pentru a comunica”",Bucurie
287,Adrian Câciu: „Cererea de plată nr. 3 din PNRR nu este blocată. Suntem în dialog constant cu reprezentanţii Comisiei Europene”,Tristete
288,România va avea drept de contestație 4 luni în cazul Roșia Montană. Întreaga decizie va putea fi publicată doar cu acordul părților,Bucurie
289,Rareş Bogdan: Acordul cu Austria privind aderarea României la Schengen în etape nu e niciun fel de umilinţă,Frica
290,ExclusivCiucă spune că PNL îl testează pe Ionuț Lupescu pentru Primăria Capitalei,Tristete
291,VideoCultul personalității înainte de alegeri: Elogii pentru un vicepreședinte al Curții de Conturi și chipul aleșilor locali pe ciocolată,Tristete
292,"VideoȘedință cu bătaie în Consiliul Local Curtea de Argeș. Doi consilieri PNL și PSD, despărțiți de colegii din sală",Frica
293,"Ciolacu: Momentan, Firea e singura înscrisă în cursa internă pentru Primăria București, ar fi culmea să piardă",Furie
294,"Ciolacu, despre alegerile pentru primăria Capitalei: Dacă s-ar bate Firea cu Burduja, Nicușor Dan ar putea câștiga",Frica
295,Gorghiu: PNL nu are cum să nu aibă un candidat la prezidenţiale. Am avut preşedintele României două mandate,Furie
296,"ExclusivCe spune Nicușor Dan despre Firea, Burduja și Lupescu, posibili contracandidați la Primăria Capitalei",Tristete
297,"Adrian Câciu, despre eliminarea taxării pensiilor până în 3.000 de lei: Să vină ministrul de Finanţe cu un impact bugetar",Furie
298,"VideoCe spun românii despre comasarea alegerilor: „Le-au zăpăcit de le-au luat naiba de voturi”/ „Nimic nu-i clar, totul e o porcărie”",Furie
299,"Florin Barbu: Cât au protestat fermierii, PNL n-a cerut coaliție, au stat pitiți. Acum, înroșesc telefoanele pentru a cere coaliţie",Frica
300,"ExclusivClotilde Armand, întrebată de Negoiță dacă ar cumpăra borduri produse de Primăria S3. „Au fost câștigate licitațiile pentru străzi”",Furie
301,Klaus Iohannis a promulgat „Legea 2 Mai”,Frica
302,"Ciolacu: După câștigarea procesului Roșia Montană, eu am devenit Lupul de pe Wall Street. Poate în viața următoare o să fiu",Furie
303,Ciucă le cere liberalilor să vorbească puțin și să facă mult: „Cîrstoiu va veni cu fişa de tratament pentru Bucureşti”,Neutru
304,România cumpără 200 de rachete PATRIOT printr-un program comun al NATO,Tristete
305,"Raluca Turcan, despre cazul Dumitrescu: Orice speţă de genul acesta afectează întreaga clasă politică",Neutru
306,ExclusivBurduja: Nicușor Dan trebuie să se întoarcă la catedră. O candidatură comună va aduce această schimbare,Neutru
307,Măsuri pentru fermieri. Ciolacu: ITP-ul utilajelor va putea fi făcut la sediul fermelor. Amânarea ratelor pentru cei afectați de secetă,Bucurie
308,"ExclusivEmil Boc se opune migrației politice: Fiecare primar să candideze din partea partidului său, nu să facă transfer ca la fotbal",Tristete
309,Ciolacu: Cu două salarii minime e foarte greu să te descurci cu un copil. Trebuie lucrat la scăderea impozitării veniturilor minime,Furie
310,Fostul director SRI îl acuză pe liderul AUR Claudiu Târziu că se coordonează cu politicieni maghiari pentru a servi interesele Rusiei,Bucurie
311,"După ce ieri a spus că Piedone ""chiar știe administrație"", Negoiță îi urează azi succes lui Cîrstoiu: ""Dați-mi voie să gândesc""",Neutru
312,ExclusivCiolacu răspunde acuzaţiilor Alianţei Dreapta Unită: La BEC sunt 7 judecători. S-a apucat Ciolacu să-i sune? Nu ştiu cum îi cheamă,Bucurie
313,"Vasile Dîncu va fi propus pentru un loc eligibil la europarlamentare de filiala PSD Timiș, condusă de Alfred Simonis",Tristete
314,Cătălin Drulă a depus plângere penală împotriva lui Marcel Ciolacu pentru manipularea pieței în cazul Roșia Montană,Neutru
315,"AUR, scandal la ședințele PSD și PNL. Liberalii au încuiat ușa. Simion i-a făcut pe Simonis ""securist pitic"" și pe Ciolacu ""nebun""",Frica
316,"Gabriela Firea, furioasă că Ciolacu ""a dat cu piciorul"" candidaturii ei la Capitală: ""Nu a luptat suficient pentru mine""",Furie
317,"Csoma Botond spune că UDMR susține eliminarea taxei pe concediile medicale la toate categoriile de boli, nu numai pentru cele cronice",Neutru
318,"VideoCiolacu, despre vila care ar fi pregătită pentru Iohannis: Am auzit de investiția de 7 milioane de euro din presă. Așa e legea",Neutru
319,"Stroe, după înlăturarea lui Alin Nica de la șefia PNL Timiș: „Nu am decapitat pe nimeni, a fost o decizie corectă”",Frica
320,"Boloș, despre comasarea alegerilor: Cred că omul ar fi obosit să aibă patru rânduri de campanii, de patru ori convins să voteze X sau Y",Furie
321,Surse: Coaliția PNL-PSD a decis ca Ramona Chiriac să fie prima pe lista pentru europarlamentare. Blocaj la discuțiile pentru PMB,Tristete
322,"Acuze PNL-PSD. Sighiartău: Starea de confuzie ne afectează. Pucheanu: PNL e bulversat de ani de zile, nu era nevoie de noi pentru asta",Tristete
323,"Șeful PNL Timiş, despre decizia alianței PSD-PNL de a impune candidați comuni: „O umilire a liberalismului şi a spiritului Timişoarei”",Tristete
324,"ExclusivGeoană: Va fi jale cu atacurile rusești pe dezinformare, pe cibernetic, împotriva alegerilor, inclusiv în România",Neutru
325,"Surse: Cîrstoiu rămâne candidatul PSD-PNL la primăria Capitalei, însă candidatura sa va fi depusă abia peste o săptămână",Frica
326,"Nicușor Dan, PNL, USR și PMP au discutat despre deblocarea bugetului Capitalei. Până luni trebuie să găsească fondurile lipsă",Neutru
327,Tudose spune că Ciucă nu e făcut pentru politică: „Nu-i din filmul ăsta. O viaţă a făcut altceva”,Bucurie
328,"Ce spune Ludovic Orban despre poza din timpul pandemiei, când apare alături de mai mulți miniștri bând și fumând în biroul său",Tristete
329,România a atras a doua cea mai mare sumă de fonduri UE pe programele din Politica de Coeziune 2014-2020,Neutru
330,Fiul fostului ministru al Sportului Eduard Novak a fost implicat într-un accident în timp ce mergea cu bicicleta,Furie
331,Alin Nica: Mă voi afla pe lista de vot la alegerile pentru CJ Timiș. Sunt câteva opțiuni ca să duc mai departe proiectul,Bucurie
332,Hellvig despre Cătălin Cîrstoiu: Nu sperie și nu deoache pe nimeni. Ce se știe sus și nu se spune și în aval?,Tristete
333,Sondaj IRES: 23% dintre tineri ar vota cu AUR. Ce cred politicienii despre optiunile lor și despre rețelele sociale,Furie
334,ExclusivNicușor Dan e optimist că va câștiga un al doilea mandat la Primăria Capitalei. Ce spune despre relația cu PNL,Frica
335,"VideoMoment penibil la Iași. Șoșoacă și-a regizat o întâmpinare prezidențială. O fanfară falsează, în timp ce ea imită salutul președintelui",Furie
336,Începe Congresul PPE de la București. 2.000 de delegaţi din 40 de ţări decid strategia pentru alegerile europarlamentare,Furie
337,Marcel Ciolacu: „Părerea mea este că va câştiga domnul Cătălin Cîrstoiu. Are calităţi mari de manager. Nicuşor Dan nu are un proiect”,Furie
338,Guvernul caută avocat să-l apere în procesul cu Pfizer,Furie
339,Primul oficial care face plângere penală pentru deepfake. Ministrul Energiei e intrigat că videoclipul fals reclamat încă e online,Furie
340,ExclusivRadu Mihaiu: „Voi candida din nou la Primăria Sectorului 2. Pentru București Nicușor Dan e clar cea mai bună variantă”,Neutru
341,Iohannis susține sprijinul pentru R. Moldova și Ucraina în procesul de aderare la UE: Chişinăul a arătat voinţă politică deosebită,Frica
342,ExclusivClotilde Armand anunță că îl susține pe Nicușor Dan pentru un nou mandat la primăria Capitalei,Bucurie
343,"Marcel Ciolacu va fi primit de papa Francisc. Premierul merge la Roma, la ședința comună de guvern Italia - România",Frica
344,"ExclusivFechet, despre calendarul alegerilor: Vom decide miercuri în ședința Biroului Politic Național. Sunt pregătit pentru toate scenariile",Frica
345,Flutur și Simion se acuză reciproc de extremism: „Noi avem fapte în spate” vs „Voi sunteți extremiștii adevărați”,Neutru
346,"Ministrul Muncii, despre recalcularea pensiilor: Nu trebuie depus niciun document cu venituri realizate după 2001",Tristete
347,"Allen Coliban, despre comasarea localelor cu europarlamentarele: Trebuie să-i dai primarului șansa să își ducă mandatul până la capăt",Frica
348,"Rafila, despre decesul preşedintelui CJ Vrancea: O evoluţie nefavorabilă şi nefericită a unei afecţiuni respiratorii",Furie
349,"Burduja, despre candidatura la Primăria Capitalei: „Sunt convins că îi bat măr şi pe Firea şi pe Nicuşor Dan. Muncesc până pic”",Frica
350,"ExclusivBurduja, întrebat dacă va strânge voturi cu Firea pentru medicul Cîrstoiu: Vom mobiliza toți membrii și simpatizanții",Tristete
351,Guvernul introduce 6 noi substanțe pe lista drogurilor de mare risc,Furie
352,ExclusivDrulă se vede candidatul USR la prezidențiale și exclude candidatura Elenei Lasconi: Își dorește să fie primar,Frica
353,Ministrul de Externe al Ungariei vine în România pentru a sărbători Ziua Maghiarilor de Pretutindeni,Tristete
354,"Un primar de comună este preşedintele interimar al organizației PNL Vrancea, după decesul lui Cătălin Toma. Cine este Dragoş Ciubotaru",Furie
355,Soțul Dianei Șoșoacă vrea să divorțeze și amenință că îi ia numele de familie: „Va trece la Macovei. Se crede o zeiță”,Bucurie
356,Ciolacu: Lista PSD-PNL la europarlamentare să fie deschisă de o femeie independentă,Tristete
357,"Marian Oprișan nu va prelua funcția de președinte al CJ Vrancea, după moartea liberalului Cătălin Toma",Bucurie
358,"Nicuşor Dan spune că are peste 30% în sondaje: Candidez ca să câştig. Dacă nu, am o poziţie pe care mi-am suspendat-o la Institut",Furie
359,Ciolacu: Eu nu îl jignesc pe Nicolae Ciucă și nu îi voi cere niciodată să renunțe la un candidat al PNL în favoarea PSD,Frica
360,Ligia Deca anunță că structura anului şcolar viitor va fi organizată tot pe module,Neutru
361,"Ionuț Stroe, despre posibilitatea ca președintele Iohannis să preia șefia Consiliului European: „Sunt foarte mulţi de dacă”",Bucurie
362,Surse: Europarlamentarul Tudor Ciuhodaru vrea să plece de la PSD la AUR. A apărut deja la un eveniment lângă George Simion,Furie
363,"Iohannis, despre luarea deciziilor în UE: Unele măsuri pot fi luate prin vot cu majoritate calificată fără modificarea tratatelor UE",Bucurie
364,Turcan: Perioada în care PNL şi PSD se certau în spaţiul public a reprezentat momentul în care extremismul a crescut,Tristete
365,VideoBurduja îl acuză pe Nicușor Dan de starea termoficării: „Să explice măreața cifră de 2 km de rețea reabilitată din fonduri europene”,Bucurie
366,"Iohannis: România este ferm dedicată procesului de permanentă adaptare al NATO, astfel încât să devină mai puternică",Bucurie
367,"Ciolacu, replică pentru Putin: „Înţeleg manipularea pe care o face dictatorul”",Furie
368,"Klaus Iohannis, de Ziua Dezrobirii Romilor: Asumarea trecutului rămâne una dintre cele mai importante provocări ale prezentului",Tristete
369,"Românii ar fi plătit 1.100 lei în plus în fiecare lună dacă Guvernul nu ar fi plafonat prețurile, spune Ciolacu: „Am acționat corect”",Neutru
370,"Ciucă, despre modificarea datei pentru alegerea președintelui României, propusă de UDMR: Este foarte posibil",Tristete
371,Ciolacu taie din speranțele Gabrielei Firea pentru București. „Cea mai mare mândrie e să fii ales în orașul în care te-ai născut”,Neutru
372,Gorghiu: „După alegerile pentru PE se va constata încă o dată că suntem un popor înțelept. Seducția extremismului e periculoasă”,Neutru
373,"Mathias Cormann, șeful OCDE: Contribuțiile sociale sunt prea mari în România. Sistemul de impozitare lovește în cei cu salarii mici",Furie
374,Iohannis explică de ce a cheltuit România mai puțin decât trebuia pentru apărare: „Nu este bine să avem abordări contabile”,Frica
375,"Horia Constantinescu, șeful ANPC, este candidatul PSD la Primăria Constanța. Un medic chirurg va candida la CJ",Bucurie
376,Ciolacu vrea să continue plafonarea prețurilor la alimentele de bază până la finalul anului. „E o măsură absolut justificată”,Frica
377,"Gheorghe Flutur îl provoacă pe Simion să candideze la șefia CJ Suceava: Ori plec eu acasă, ori pleacă el",Neutru
378,VideoCum își apără Cătălin Cîrstoiu averea: „Sunt un om cinstit. Am muncit timp de mai bine de 20 de ani de mi-au sărit capacele”,Furie
379,Olguța Vasilescu: Oricine ar ajunge în finala alegerilor prezidențiale cu George Simion va câștiga. Este exact ce s-a întâmplat în 2000,Neutru
380,"Un judecător din dosarul Qatargate intră în politică: ""Decât să critic, ce-ar fi să-mi suflec mânecile?""",Frica
381,"Ciolacu: Dacă nu ajung pensiile la destinaţie din cauza grevei la Poşta Română, domnul director va pleca",Frica
382,Ciolacu a anunţat reducerea posturilor la ministerele Cercetării şi Familiei: La jumătatea anului o să aibă o structură mai suplă,Frica
383,Alianța Dreapta Unită îi cere lui Iohannis să facă referendum pentru eliminarea pensiilor speciale odată cu alegerile din 9 iunie,Furie
384,Actorul Mugur Mihăescu va candida din partea AUR la CJ Olt. Partidul a validat mai multe candidaturi consiliile judeţene,Frica
385,Klaus Iohannis se va întâlni luni la Paris cu Emmanuel Macron și alți lideri NATO,Bucurie
386,Florin Barbu anunță că mâine va cere demisia comisarului european pentru Agricultură. „Este pentru prima oară”,Furie
387,"Iohannis: Vizitele în Kenya, Tanzania, Cabo Verde și Senegal au promovat noua dinamică",Neutru
388,Geoană îşi menţine afirmaţiile despre liderii PSD care i-au propus să candideze: Lucrurile sunt clare,Neutru
389,"Ciolacu, despre proteste: Dacă nu găsim înțelegere între noi, ne prăbușim. Protestele sunt îndreptățite",Furie
390,ExclusivNicolae Ciucă: Nu cred că Klaus Iohannis își va scurta mandatul pentru o poziție europeană,Furie
391,"Scandal în AUR. Dumitru Coarnă a demisionat cu alți membri de la Călărași, AUR îl acuză că a încercat să introducă ""mecanisme toxice""",Bucurie
392,"Mihail Neamțu, candidat AUR la europarlamentare, spune că l-a numit „nulitate” pe Simion din cauza „ceții mentale” provocate de Covid",Bucurie
393,"Ciolacu, despre un candidat comun PSD-PNL la prezidenţiale: „Mă sunaţi şi vă răspund după europarlamentare”",Furie
394,Ciolacu: Sper să nu mai iasă breaking news-uri că am vândut Ardealul,Tristete
395,"Ciolacu îl acuză pe Cioloș în dosarul Roșia Montană: Aveţi bunul simț să staţi în casă, lăsaţi-ne în pace. Aţi distrus România",Tristete
396,Prima reacție a lui Nicolae Ciucă despre cazul lui Iulian Dumitrescu și demisia acestuia din funcțiile din PNL,Bucurie
397,"Ciucă: Eu mă bucur foarte mult că domnul Tudose a spus că nu sunt din filmul acesta, pentru că nici nu vreau să fiu",Tristete
398,"Raluca Turcan: „Avem obiective de patrimoniu, cu o extraordinară încărcătură culturală, care sunt într-o stare de degradare teribilă”",Bucurie
399,Atac cibernetic la Camera Deputaților. Buletinul lui Ciolacu a ajuns pe mâna hackerilor,Neutru
400,"VideoPrimarul din Bacău, despre comasarea alegerilor: ""E ca și cum ai mânca gogonele cu eclere""",Furie
401,"PSD Dâmbovița susține că PNL vrea ruperea alianţei județene ""ca să mai audă lumea de ei""",Furie
402,Capitala are în sfârșit buget. Proiectul a fost votat din a patra încercare,Furie
403,Proiectul de lege care permite devansarea datei alegerilor prezidențiale a fost aprobat de Comisia juridică,Neutru
404,"Motivul pentru care Cătălin Cîrstoiu e acuzat de incompatibilitate. „Mizerii din campanie”, spune candidatul PSD-PNL",Neutru
405,Nicușor Dan declară război „rechinilor imobiliari” din București: „Candidaţi voi! Nu vă mai ascundeţi în spatele unor amărâţi”,Neutru
406,Iohannis și Zelenski au vorbit la telefon. Președintele Ucrainei a mulțumit „în mod deosebit” pentru „sprijinul valoros”,Tristete
407,Ministrul de Externe din Yemen cere UE să intensifice presiunea asupra rebelilor Houthi,Bucurie
408,Lider AUR: România trăieşte pe datorie şi în 2024,Neutru
409,Cel mai tânăr prim-ministru irlandez din toate timpurile. Va fi votat pe 9 aprilie,Tristete
410,Joe Biden îl atacă pe Donald Trump pentru că a spus că nu ar apăra Europa în caz de război,Bucurie
411,"Ciolacu, întrevederi cu Sanches şi Scholz la Congresul PES de la Roma",Bucurie
412,"Adrian Sârbu: Democraţia e bună, dar trebuie să te ţii de ea. România trebuie să copieze sistemul electoral american. Toate funcţiile publice să fie alese şi finanţarea transparentă",Bucurie
413,Analiză Politico: Intrarea lui Klaus Iohannis în cursa pentru şefia NATO poate produce divizări în alianţă,Furie
414,Prim-ministrul palestinian Shtayyeh a demisionat,Tristete
415,Trei firme sunt interesate să livreze minicentrale de termoficare Primăriei Capitalei,Bucurie
416,"O deputată rupe TikTok-ul cu ultima melodie a Erikăi Isac: ""Noi mergem la războaie"" du-te, fă, trage cu tunu'!",Tristete
417,Ciolacu anunţă că acordarea dublei cetăţenii pentru românii din Spania va deveni realitate în curând,Frica
418,Premierul Marcel Ciolacu a fost primit de Georgia Meloni,Frica
419,"PSD: Dacă nu am fi intervenit, în prezent am fi avut o inflaţie de 16-17%, nu de 7,4%",Bucurie
420,"Ciucă, întâlnire cu românii din Paris la Catedrala Sf. Arhangheli Mihail, Gavriil şi Rafail",Furie
421,Olaf Scholz avertizează China cu privire la supracapacitatea industrială şi vrea ca firmele germane să nu aibă restricţii,Bucurie
422,Protestul transportatorilor şi fermierilor. A fost stabilit calendarul consultărilor,Bucurie
423,Rezultat care îl face invidios şi pe Putin. Preşedintele Azerbaidjanului este pe cale să fie reales cu 94% din voturi,Frica
424,"Alin Nica: Mai bine îmi tai o mână, decât să colaborez cu PSD",Bucurie
425,"Ciolacu: Am putea mandatul preşedintelui să îl aducem la patru ani, la fel ca al primarilor",Bucurie
426,CSM: Declaraţiile lui Drulă despre Voineag nu justifică legitimitatea unui eventual interes public,Furie
427,PSD şi PNL depun candidatura lui Cătălin Cîrstoiu lunea viitoare - surse,Tristete
428,Grindeanu cere Metrorex să prezinte un raport privind cauzele accidentului dintre cele două trenuri de metrou,Frica
429,Opoziţia critică intenţia de comasare a alegerilor: Dreapta Unită o să bată stânga comasată PSD-PNL,Furie
430,Ciucă: Alegerile locale şi cele europarlamentare vor fi comasate,Furie
431,Preşedintele Turciei a semnat ratificarea aderării Suediei la NATO,Neutru
432,"Barack Obama a făcut o vizită surpriză pe Downing Street, la biroul premierului britanic",Frica
433,Ciolacu anunţă scăderea taxării muncii pentru familiile care au cel puţin doi copii,Furie
434,Fostul consilier prezidenţial Dorel Onaca va candida la Primăria Capitalei,Frica
435,Mureşan îi cere Ursulei von der Leyen sprijin pentru fermierii din România şi UE,Frica
436,"Suspiciuni de fals în aproape 1.000 de dosare de cetăţenie. O nouă lege a cetăţeniei, în dezbatere",Frica
437,Ciolacu explică de unde vor fi luaţi banii pentru despăgubiri în cazul „Roşia Montană”,Tristete
438,Liderii coaliţiei de guvernare se reunesc pentru a decide opţiunea pentru Primăria Capitalei,Tristete
439,Macron avertizează că victoria Rusiei în Ucraina ar pune în pericol securitatea Europei,Bucurie
440,CE propune acţiuni pentru reducerea sarcinii administrative care le revine fermierilor din UE,Furie
441,Cristina Gherasimov va fi negociator-şef al Republicii Moldova cu Uniunea Europeană,Tristete
442,Ministerul Finanţelor a împrumutat luni 807 milioane lei de la bănci,Furie
443,"Ciolacu, despre introducerea în Constituţie a apartenenţei la UE: Susţin categoric",Furie
444,Ciolacu: Vom lua măsurile necesare astfel încât inflaţia să continue pe acest trend descendent,Bucurie
445,PNL: 2000 de delegaţi din 40 de ţări urmează să participe la Congresul PPE,Tristete
446,"Un europarlamentar român este numit ""cel mai inteligent politician în domeniul inteligenţei artificiale"" într-un editorial în Washington Post",Furie
447,"USR revine: E o modificare tehnică, nu o supraimpozitare a pensiilor românilor din diaspora",Neutru
448,Ion Cristoiu: Orice idee de comasare a unor alegeri ascunde o ticăloşie electorală/ Comasarea localelor cu prezidenţialele ar aduce doi preşedinţi. Ar fi o nebunie,Neutru
449,Donald Trump a câştigat detaşat prima etapă a alegerilor primare republicane din Iowa,Tristete
450,"Deputatul Beniamin Todosiu, liderul USR Alba, s-a înscris în PSD",Frica
451,Ungaria ar urma să ratifice aderarea Suediei la NATO în 26 februarie,Furie
452,CNAIR a aprobat studiul de fezabilitate pentru construcţia Autostrăzii Paşcani - Suceava,Frica
453,Borrell: UE este „extrem de îngrijorată” de situaţia din Rafah,Neutru
454,IMM Plus a fost aprobat de Guvern,Neutru
455,"Ambasadorul Ucrainei în România: Avem nevoie de artilerie, capabilităţi de război electronic, blindate şi drone. De ce este posibil ca Rusia să continue acest război de agresiune, să producă diferite arme, care au componente sancţionate?",Frica
456,"Discuţie între Biden şi Netanyahu, după ce premierul israelian a fost criticat dur în Senatul SUA",Tristete
457,"Până la finalizarea investigaţiei, MAE nu va mai finanţa voluntar UNRWA",Tristete
458,Partidul lui Nehammer va respinge includerea totală a României în Schengen chiar de la Bucureşti,Neutru
459,"Legea „2 Mai”, aprobată şi de deputaţi. Închisoare cu executare pentru traficanţii de droguri",Neutru
460,Românii din străinătate pot afla cum votează la Parlamentul European pe site-ul MAE,Neutru
461,"Ciolacu, la întâlnirea cu omologul grec: România şi Grecia au o legătură specială şi pot juca un rol cheie la nivel regional",Furie
462,"Xi Jinping şi Putin resping ""interferenţa"" SUA în afacerile Chinei şi Rusiei şi promit o cooperare industrială mai puternică",Furie
463,Şeful Agenţiei Internaţionale pentru Energie Atomică a vizitat centrala nucleară Zaporojia,Tristete
464,Gorghiu: Parlamentul a votat înfiinţarea Registrului traficanţilor de droguri,Furie
465,Dreapta Unită cere oficial convocarea unui referendum pentru eliminarea pensiilor speciale,Neutru
466,"Ligia Deca, impulsionată să meargă până la capăt cu ancheta la şcoala Nicolae Titulescu",Furie
467,"Iohannis, despre banii cheltuiţi pentru Apărare: Nu e bine să avem abordări contabile",Bucurie
468,"Modificări aduse Codului Rutier, blamate de Opoziţie: permisul, predat după comunicarea deciziei",Tristete
469,Alegeri SUA: Joe Biden se ia de Trump şi de republicani într-un discurs energic despre Starea Uniunii,Neutru
